Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,UTASARANGA PALLY,2,COMMERCIAL,18,12,512,29.3
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,ADEPALLY,2,COMMERCIAL,2,2,466,6
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,ANKONDA,2,COMMERCIAL,23,20,893,28.476
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,BABAPOOR,2,COMMERCIAL,14,14,782,20.62
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,BABASAGAR,2,COMMERCIAL,53,50,5176,61.026
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,BALAPALLY,2,COMMERCIAL,2,2,49,4
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,BODAMPALLY (CHEEPURUDUBBA),2,COMMERCIAL,13,12,617,18.824
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,BUREPELLY,2,COMMERCIAL,2,2,208,1.975
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,CHINTALAMANPALLY,2,COMMERCIAL,85,83,11750,115.052
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,KOTHAKONDA,2,COMMERCIAL,216,207,19095,392.176
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,MALLARAM,2,COMMERCIAL,86,82,8680,182.621
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,BOTI GUMPA-YR,2,COMMERCIAL,1,1,61,2
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,C KOMMUGUDEM-YR,2,COMMERCIAL,2,1,50,5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,C ODDUGUDEM-YR,2,COMMERCIAL,19,10,714,26.95
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,CHALLA SAMUDRAM-YR,2,COMMERCIAL,158,86,10918,232.53
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,DANIYALAPADU-YR,2,COMMERCIAL,5,4,86,6.14
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,DHARMAPURAM-YR,2,COMMERCIAL,4,2,242,1.48
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,DHARMARAM THANDA-YR,2,COMMERCIAL,3,3,26,5.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,DONABANDA - YR,2,COMMERCIAL,4,4,372,6.26
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,EDUPULA GUDEM-YR,2,COMMERCIAL,1,1,89,3
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KAMPAGUDEM,2,COMMERCIAL,3,2,49,3
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOBBARI PADU,2,COMMERCIAL,1,1,39,0.24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOMMUGUDEM-MP,2,COMMERCIAL,3,2,54,2.26
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOTHA GANGARAM,2,COMMERCIAL,12,10,916,17.5
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOTHAGUNDALAPADU,2,COMMERCIAL,1,1,57,2
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOTHURU-MP,2,COMMERCIAL,5,4,1203,6.24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KUMMARIPADU,2,COMMERCIAL,1,1,80,1
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MADHARAM-MP,2,COMMERCIAL,46,41,2291,65.83
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MAMILLAGUDEM,2,COMMERCIAL,3,2,78,2.18
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MANGALI GUTTA,2,COMMERCIAL,2,2,457,2.24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MANGAPET,2,COMMERCIAL,1,1,40,1
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,JAGGAIAHPALLI-K.CHA,2,COMMERCIAL,1,1,33,2
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,JAGGAIAHPET,2,COMMERCIAL,45,43,5254,99.892
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,JAMSHEEDBEGPET,2,COMMERCIAL,5,4,792,9
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KANAPARTHY,2,COMMERCIAL,19,17,4564,42.709
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KANNARAOPET,2,COMMERCIAL,9,9,196,10.55
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KOTANCHA,2,COMMERCIAL,40,38,6348,80.89
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KOTHAPALLY (GORI),2,COMMERCIAL,90,82,15736,169.73
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,Kothapally(b),2,COMMERCIAL,3,3,337,3
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,LINGALA,2,COMMERCIAL,14,14,3431,23.65
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,MADTHAPALLI,2,COMMERCIAL,43,36,3383,62.823
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,NAGURLAPALLI-KPARTHY,2,COMMERCIAL,6,5,297,12.6
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,MAHADEVPUR,2,COMMERCIAL,548,457,64679,867.778
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,MASZID PALLY,2,COMMERCIAL,1,0,0,1
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,METPALLY,2,COMMERCIAL,9,6,619,34.99
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,PALUGULA,2,COMMERCIAL,11,8,225,21.24
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,PEDDAMPET,2,COMMERCIAL,2,2,395,4
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,PUSUKUPALLY,2,COMMERCIAL,4,3,0,4
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,RAPALLIKOTA,2,COMMERCIAL,7,6,288,19
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,SURARAM,2,COMMERCIAL,120,98,11671,196.806
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,BOGGULAPALLY,2,COMMERCIAL,4,3,2398,16
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,BORLAGUDEM,2,COMMERCIAL,50,48,3001,76.64
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,DOBBAKAPALEM,2,COMMERCIAL,2,1,0,4
BHUPALAPALLY,MULUGU,MULUG,MULUGU,JANGALAPALLI,2,COMMERCIAL,165,129,20428,317.059
BHUPALAPALLY,MULUGU,MULUG,MULUGU,JEEVANTHARAOPALLY,2,COMMERCIAL,6,6,810,5.25
BHUPALAPALLY,MULUGU,MULUG,MULUGU,KANNAIGUDEM,2,COMMERCIAL,8,8,4099,17.5
BHUPALAPALLY,MULUGU,MULUG,MULUGU,KASIMDEVPET,2,COMMERCIAL,33,32,4591,62.73
BHUPALAPALLY,MULUGU,MULUG,MULUGU,KOTHUR,2,COMMERCIAL,14,12,2314,34.23
BHUPALAPALLY,MULUGU,MULUG,MULUGU,LAMBADIPALLY,2,COMMERCIAL,1,1,177,1
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MADANPALLI,2,COMMERCIAL,16,13,3317,39.98
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MADHAVARAOPALLI,2,COMMERCIAL,2,2,139,2.24
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MULUGU,2,COMMERCIAL,1714,1463,222369,3608.592
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PAGADAPALLI,2,COMMERCIAL,4,4,161,4
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PALSAPALLI,2,COMMERCIAL,7,3,307,8.246
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PANCHOTHUKULAPALLY,2,COMMERCIAL,3,3,160,7
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PATHIPALLY,2,COMMERCIAL,44,38,8791,95.61
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,BELLURI,2,COMMERCIAL,105,94,9528,276.067
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,BHEEMSARI,2,COMMERCIAL,41,39,14122,99.339
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,BURNOOR,2,COMMERCIAL,10,10,432,13.82
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,CHANDA (T),2,COMMERCIAL,107,91,31193,538.245
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,CHICHDHARI,2,COMMERCIAL,5,5,103,7.982
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,CHINCHUGHAT,2,COMMERCIAL,6,5,382,10
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,CHITYALBORI,2,COMMERCIAL,3,1,65,3
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,DHORLOODI,2,COMMERCIAL,1,1,332,2
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,DIMMA,2,COMMERCIAL,7,4,562,13
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,AREDPALLY,2,COMMERCIAL,4,2,177,13
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,MADDIGUDA,2,COMMERCIAL,2,1,495,10
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,MARTHADI,2,COMMERCIAL,28,24,4599,45.26
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,MOGAVELLY,2,COMMERCIAL,1,1,61,1
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,MUMJAN PALLY,2,COMMERCIAL,20,18,1029,36
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,MURALIGUDA,2,COMMERCIAL,3,3,109,3.975
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,NAGULAVAI,2,COMMERCIAL,4,4,23,4
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,PAPANPET,2,COMMERCIAL,27,27,2725,41
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,PENCHIKALPET,2,COMMERCIAL,15,14,4209,35.52
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,POTHEPALLY,2,COMMERCIAL,18,17,1717,29
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,REBBANA (B),2,COMMERCIAL,7,7,731,17.975
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,RUDRAPOOR,2,COMMERCIAL,28,23,5891,69.788
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,BEJJURU,SOMINI,2,COMMERCIAL,8,7,2410,13
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RANGAIAHPALLY,2,COMMERCIAL,15,15,654,24.745
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RATNAGIRI,2,COMMERCIAL,42,39,4797,68.04
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,VANGARA,2,COMMERCIAL,83,77,12315,144.17
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,Viswanadha colony,2,COMMERCIAL,2,1,27,5
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,BOKKALAPALLI,2,COMMERCIAL,1,1,0,2
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,BOLLONIPALLY,2,COMMERCIAL,9,9,544,15
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,CHANTAIPALLY,2,COMMERCIAL,19,19,807,24.31
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,CHAPATHANDA,2,COMMERCIAL,1,0,0,1
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,DHARMARAM,2,COMMERCIAL,38,38,2382,61.645
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,GATLANARSINGAPUR,2,COMMERCIAL,67,61,11489,147.8
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,GOLLAPALLI,2,COMMERCIAL,5,5,208,6
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,KOTHAKONDA,KATKUR,2,COMMERCIAL,33,0,0,42.605
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,KAMALAPUR,NERELLY,2,COMMERCIAL,38,37,4777,62.24
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,KAMALAPUR,SHANIGARAM,2,COMMERCIAL,213,191,24830,288.24
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,KAMALAPUR,SRIRAMULAPALLY,2,COMMERCIAL,83,75,3785,103.19
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,UPPAL,BHEEMPALLY,2,COMMERCIAL,77,74,8563,120.56
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,UPPAL,DESHRAJ PALLY,2,COMMERCIAL,17,14,1945,34.55
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,UPPAL,GUNDED,2,COMMERCIAL,48,43,5144,72.49
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,UPPAL,KANIPARTI,2,COMMERCIAL,29,28,6765,60
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,KOTHA BANDARIGUDEM,2,COMMERCIAL,1,1,0,1.74
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,KOTHAPALLY,2,COMMERCIAL,7,6,205,15.9
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,KOTHURU,2,COMMERCIAL,2,2,318,6
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,KOYA NARSAPURAM,2,COMMERCIAL,2,2,40,0.48
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,LATCHIGUDEM,2,COMMERCIAL,11,11,2326,22.22
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,LAXMI NAGARAM,2,COMMERCIAL,183,173,29574,286.05
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAHEDAVAPURAM,2,COMMERCIAL,6,5,213,8.48
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MANGAVAI BADAVA,2,COMMERCIAL,2,0,0,6
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MARAIGUDEM,2,COMMERCIAL,21,20,3815,33.96
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAREDUBAKA,2,COMMERCIAL,3,3,342,3
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MULAKAPADU,2,COMMERCIAL,75,74,6084,134.55
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,CHANDRU KUNTA-KR,2,COMMERCIAL,1,1,318,5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,CHUNCHUPALLY,2,COMMERCIAL,1446,1331,279031,4520.301
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,MAYA BAZAR -KR,2,COMMERCIAL,6,3,4092,31.4
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,MULUGUDEM- KR,2,COMMERCIAL,1,1,217,2
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,PENAGADAPA-KR,2,COMMERCIAL,50,37,7028,102.24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RAMPURAM-KR,2,COMMERCIAL,12,9,7461,58.31
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RUDRAM PUR - KR,2,COMMERCIAL,184,159,17713,350.42
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RUDRAMPUR THANDA-KR,2,COMMERCIAL,15,14,2893,36.08
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,THILAK NAGAR-KR,2,COMMERCIAL,4,3,1020,20
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,VENGALARAO COLONY-KR,2,COMMERCIAL,11,11,1829,27.7
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - NORTH,KTDM BAZAR NORTH,2,COMMERCIAL,2286,1928,474179,7363.916
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOKYA THANDA -TP,2,COMMERCIAL,5,5,1181,19
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KONDANGULA BODU-TP,2,COMMERCIAL,2,2,39,4
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOTHA TANDA-TP,2,COMMERCIAL,14,13,2746,39.21
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOTHA THANDA(B)-TP,2,COMMERCIAL,3,3,128,7
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOYA GUDEM-TP,2,COMMERCIAL,33,33,8937,69.69
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KRISTARAM-TP,2,COMMERCIAL,5,4,2624,21.24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,LATCHA GUDEM-TP,2,COMMERCIAL,5,4,126,6.2
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,LAXMIPURAM 78-TP,2,COMMERCIAL,1,1,43,1
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,MADRAS TANDA-TP,2,COMMERCIAL,5,5,251,6.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,BOLLI NAGAR-YR,2,COMMERCIAL,25,23,857,39.74
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,KUDURUPALLY,2,COMMERCIAL,14,12,4092,34
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,MADDULAPALLY,2,COMMERCIAL,4,4,2640,18
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,VENKATESWARLAPALLY,2,COMMERCIAL,3,3,43,4
BHUPALAPALLY,MULUGU,MULUG,MULUGU,ANKANNAGUDEM,2,COMMERCIAL,2,2,9,2
BHUPALAPALLY,MULUGU,MULUG,MULUGU,ANNAMPALLY,2,COMMERCIAL,2,1,0,21
BHUPALAPALLY,MULUGU,MULUG,MULUGU,BANDARUPALLY,2,COMMERCIAL,73,64,8064,149.92
BHUPALAPALLY,MULUGU,MULUG,MULUGU,BANJARAPALLI,2,COMMERCIAL,3,3,11,3
BHUPALAPALLY,MULUGU,MULUG,MULUGU,BARIGELAPALLI,2,COMMERCIAL,4,3,265,5
BHUPALAPALLY,MULUGU,MULUG,MULUGU,CHINTALAPALLI,2,COMMERCIAL,3,1,0,4
BHUPALAPALLY,MULUGU,MULUG,MULUGU,DEVAGIRIPATNAM,2,COMMERCIAL,32,26,1387,45.75
BHUPALAPALLY,MULUGU,MULUG,MULUGU,GATTAMPALLI,2,COMMERCIAL,19,17,12781,109.03
BHUPALAPALLY,MULUGU,MULUG,MULUGU,INCHERLA,2,COMMERCIAL,48,40,31846,178.25
BHUPALAPALLY,MULUGU,MULUG,MULUGU,JAGGANNAPETA,2,COMMERCIAL,10,8,2892,17.5
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,UMDAM,2,COMMERCIAL,32,28,7142,66.51
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,UMRI,2,COMMERCIAL,8,4,413,11.39
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - NORTH,ADILABAD - NORTH,2,COMMERCIAL,3705,2728,351887,5903.923
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - NORTH,MAHALAXMI WADA ,2,COMMERCIAL,1,0,0,1
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ALLIKORI,2,COMMERCIAL,1,1,0,4
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ANKAPUR (K),2,COMMERCIAL,1,1,0,1
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ANKOLI,2,COMMERCIAL,57,52,6843,76.751
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ANUKUNTA,2,COMMERCIAL,53,47,13142,187.466
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ARLI (B),2,COMMERCIAL,14,8,484,16.193
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,ASHODA BHURKI,2,COMMERCIAL,1,1,0,1
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,BANGARI GUDA,2,COMMERCIAL,74,63,2940,151.073
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,CHINCHOLI,2,COMMERCIAL,2,1,0,5
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,CHINNA BUGGARAM,2,COMMERCIAL,2,2,0,2
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,DARBHA THANDA,2,COMMERCIAL,4,3,100,6.54
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,DEVULA THANDA,2,COMMERCIAL,3,2,19,4.98
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,DHANORA (D),2,COMMERCIAL,2,1,27,3
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,DHARMIKNAGAR,2,COMMERCIAL,1,1,0,3.962
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,G KORTIKAL,2,COMMERCIAL,2,2,0,4
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,GOULIGUDA,2,COMMERCIAL,4,2,3018,25
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,GUTHPALA,2,COMMERCIAL,5,4,77,9
ADILABAD,ADILABAD,ECHODA,NEREDUGONDA,ISSAPUR,2,COMMERCIAL,2,2,0,4
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,LALTEKDI,2,COMMERCIAL,1,1,994,8
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,LEEMGUDA,2,COMMERCIAL,1,1,131,4.96
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,MALLAPOOR,2,COMMERCIAL,1,1,0,1
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,MAMIDIGUDA,2,COMMERCIAL,1,1,0,3
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,MARKAGUDA,2,COMMERCIAL,2,2,462,6
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,MENDAPALLI,2,COMMERCIAL,7,4,338,11.22
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,MUTHUNOOR,2,COMMERCIAL,131,120,18363,228.491
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,PATTAGUDA,2,COMMERCIAL,1,1,0,0.992
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,PIPRI,2,COMMERCIAL,3,3,314,7
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,PITTABONGARAM,2,COMMERCIAL,6,4,719,16.45
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),RAHAPALLI,2,COMMERCIAL,18,13,377,16.29
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),RAJURA,2,COMMERCIAL,6,6,335,4
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),SALEHGUDA,2,COMMERCIAL,5,4,98,30.44
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),SIRYANMAWDA,2,COMMERCIAL,2,2,51,1.718
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),TENUGUDA,2,COMMERCIAL,2,1,257,4
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),THOOM PALLY,2,COMMERCIAL,10,10,430,16.96
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),V V P COLONY,2,COMMERCIAL,4,3,204,1.98
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),VATTEWAGU,2,COMMERCIAL,1,0,0,0.25
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),VENKATA POOR,2,COMMERCIAL,2,2,1550,6
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,PEDDA DHOBA,2,COMMERCIAL,1,1,1164,10
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,PIKLATHANDA,2,COMMERCIAL,2,2,56,7.988
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,PITLAGUDA,2,COMMERCIAL,1,1,0,1
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,POWERGUDA,2,COMMERCIAL,2,2,9,2.996
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,PULLARA,2,COMMERCIAL,2,2,24,2.996
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,RAGHAVAPOOR,2,COMMERCIAL,5,4,820,9.692
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,SEETAGONDI,2,COMMERCIAL,1,1,0,1
ASIFABAD,ASIFABAD,ASIFABAD RURAL,SIRPUR,SIRPOOR,2,COMMERCIAL,60,48,10756,111.586
